nv;Datetime;evcs_Q;evcs_P;evcs_Ep;evcs_Eq
9408;2024-04-08 00:15:00;0;0;0;0
9409;2024-04-08 00:30:00;0;0;0;0
9410;2024-04-08 00:45:00;0;0;0;0
9411;2024-04-08 01:00:00;0;0;0;0
9412;2024-04-08 01:15:00;0;0;0;0
9413;2024-04-08 01:30:00;0;0;0;0
9414;2024-04-08 01:45:00;0;0;0;0
9415;2024-04-08 02:00:00;0;0;0;0
9416;2024-04-08 02:15:00;0;0;0;0
9417;2024-04-08 02:30:00;0;0;0;0
9418;2024-04-08 02:45:00;0;0;0;0
9419;2024-04-08 03:00:00;0;0;0;0
9420;2024-04-08 03:15:00;0;0;0;0
9421;2024-04-08 03:30:00;0;0;0;0
9422;2024-04-08 03:45:00;0;0;0;0
9423;2024-04-08 04:00:00;0;0;0;0
9424;2024-04-08 04:15:00;0;0;0;0
9425;2024-04-08 04:30:00;0;0;0;0
9426;2024-04-08 04:45:00;0;0;0;0
9427;2024-04-08 05:00:00;0;0;0;0
9428;2024-04-08 05:15:00;0;0;0;0
9429;2024-04-08 05:30:00;0;0;0;0
9430;2024-04-08 05:45:00;0;0;0;0
9431;2024-04-08 06:00:00;0;0;0;0
9432;2024-04-08 06:15:00;0;0;0;0
9433;2024-04-08 06:30:00;0;0;0;0
9434;2024-04-08 06:45:00;0;0;0;0
9435;2024-04-08 07:00:00;0;0;0;0
9436;2024-04-08 07:15:00;1.813E-07;8.30047E-08;1.03469E-08;2.25997E-08
9437;2024-04-08 07:30:00;7.24527E-07;3.31711E-07;4.13492E-08;9.03154E-08
9438;2024-04-08 07:45:00;1.62868E-06;7.45659E-07;9.29497E-08;2.03022E-07
9439;2024-04-08 08:00:00;2.89274E-06;1.32439E-06;1.65091E-07;3.60593E-07
9440;2024-04-08 08:15:00;0;0;0;0
9441;2024-04-08 08:30:00;0;0;0;0
9442;2024-04-08 08:45:00;0;0;0;0
9443;2024-04-08 09:00:00;0;0;0;0
9444;2024-04-08 09:15:00;0;0;0;0
9445;2024-04-08 09:30:00;0;0;0;0
9446;2024-04-08 09:45:00;0;0;0;0
9447;2024-04-08 10:00:00;0;0;0;0
9448;2024-04-08 10:15:00;0;0;0;0
9449;2024-04-08 10:30:00;0;0;0;0
9450;2024-04-08 10:45:00;0;0;0;0
9451;2024-04-08 11:00:00;0;0;0;0
9452;2024-04-08 11:15:00;0;0;0;0
9453;2024-04-08 11:30:00;0;0;0;0
9454;2024-04-08 11:45:00;0;0;0;0
9455;2024-04-08 12:00:00;0;0;0;0
9456;2024-04-08 12:15:00;0;0;0;0
9457;2024-04-08 12:30:00;0;0;0;0
9458;2024-04-08 12:45:00;0;0;0;0
9459;2024-04-08 13:00:00;0;0;0;0
9460;2024-04-08 13:15:00;0;0;0;0
9461;2024-04-08 13:30:00;0;0;0;0
9462;2024-04-08 13:45:00;0;0;0;0
9463;2024-04-08 14:00:00;0;0;0;0
9464;2024-04-08 14:15:00;0;0;0;0
9465;2024-04-08 14:30:00;0;0;0;0
9466;2024-04-08 14:45:00;0;0;0;0
9467;2024-04-08 15:00:00;0;0;0;0
9468;2024-04-08 15:15:00;0;0;0;0
9469;2024-04-08 15:30:00;0;0;0;0
9470;2024-04-08 15:45:00;0;0;0;0
9471;2024-04-08 16:00:00;0;0;0;0
9472;2024-04-08 16:15:00;0;0;0;0
9473;2024-04-08 16:30:00;0;0;0;0
9474;2024-04-08 16:45:00;0;0;0;0
9475;2024-04-08 17:00:00;0;0;0;0
9476;2024-04-08 17:15:00;0;0;0;0
9477;2024-04-08 17:30:00;0;0;0;0
9478;2024-04-08 17:45:00;0;0;0;0
9479;2024-04-08 18:00:00;0;0;0;0
9480;2024-04-08 18:15:00;0;0;0;0
9481;2024-04-08 18:30:00;0;0;0;0
9482;2024-04-08 18:45:00;0;0;0;0
9483;2024-04-08 19:00:00;0;0;0;0
9484;2024-04-08 19:15:00;0;0;0;0
9485;2024-04-08 19:30:00;0;0;0;0
9486;2024-04-08 19:45:00;0;0;0;0
9487;2024-04-08 20:00:00;0;0;0;0
9488;2024-04-08 20:15:00;0;0;0;0
9489;2024-04-08 20:30:00;0;0;0;0
9490;2024-04-08 20:45:00;0;0;0;0
9491;2024-04-08 21:00:00;0;0;0;0
9492;2024-04-08 21:15:00;0;0;0;0
9493;2024-04-08 21:30:00;0;0;0;0
9494;2024-04-08 21:45:00;0;0;0;0
9495;2024-04-08 22:00:00;0;0;0;0
9496;2024-04-08 22:15:00;0;0;0;0
9497;2024-04-08 22:30:00;0;0;0;0
9498;2024-04-08 22:45:00;0;0;0;0
9499;2024-04-08 23:00:00;0;0;0;0
9500;2024-04-08 23:15:00;0;0;0;0
9501;2024-04-08 23:30:00;0;0;0;0
9502;2024-04-08 23:45:00;0;0;0;0
9503;2024-04-09 00:00:00;0;0;0;0
9504;2024-04-09 00:15:00;0;0;0;0
9505;2024-04-09 00:30:00;0;0;0;0
9506;2024-04-09 00:45:00;0;0;0;0
9507;2024-04-09 01:00:00;0;0;0;0
9508;2024-04-09 01:15:00;0;0;0;0
9509;2024-04-09 01:30:00;0;0;0;0
9510;2024-04-09 01:45:00;0;0;0;0
9511;2024-04-09 02:00:00;0;0;0;0
9512;2024-04-09 02:15:00;0;0;0;0
9513;2024-04-09 02:30:00;0;0;0;0
9514;2024-04-09 02:45:00;0;0;0;0
9515;2024-04-09 03:00:00;0;0;0;0
9516;2024-04-09 03:15:00;0;0;0;0
9517;2024-04-09 03:30:00;0;0;0;0
9518;2024-04-09 03:45:00;0;0;0;0
9519;2024-04-09 04:00:00;0;0;0;0
9520;2024-04-09 04:15:00;0;0;0;0
9521;2024-04-09 04:30:00;0;0;0;0
9522;2024-04-09 04:45:00;0;0;0;0
9523;2024-04-09 05:00:00;0;0;0;0
9524;2024-04-09 05:15:00;0;0;0;0
9525;2024-04-09 05:30:00;0;0;0;0
9526;2024-04-09 05:45:00;0;0;0;0
9527;2024-04-09 06:00:00;0;0;0;0
9528;2024-04-09 06:15:00;0;0;0;0
9529;2024-04-09 06:30:00;0;0;0;0
9530;2024-04-09 06:45:00;0;0;0;0
9531;2024-04-09 07:00:00;0;0;0;0
9532;2024-04-09 07:15:00;0;0;0;0
9533;2024-04-09 07:30:00;0;0;0;0
9534;2024-04-09 07:45:00;0;0;0;0
9535;2024-04-09 08:00:00;0;0;0;0
9536;2024-04-09 08:15:00;0;0;0;0
9537;2024-04-09 08:30:00;0;0;0;0
9538;2024-04-09 08:45:00;0;0;0;0
9539;2024-04-09 09:00:00;0;0;0;0
9540;2024-04-09 09:15:00;0;0;0;0
9541;2024-04-09 09:30:00;0;0;0;0
9542;2024-04-09 09:45:00;0;0;0;0
9543;2024-04-09 10:00:00;0;0;0;0
9544;2024-04-09 10:15:00;0;0;0;0
9545;2024-04-09 10:30:00;0;0;0;0
9546;2024-04-09 10:45:00;0;0;0;0
9547;2024-04-09 11:00:00;0;0;0;0
9548;2024-04-09 11:15:00;0;0;0;0
9549;2024-04-09 11:30:00;0;0;0;0
9550;2024-04-09 11:45:00;0;0;0;0
9551;2024-04-09 12:00:00;0;0;0;0
9552;2024-04-09 12:15:00;0;0;0;0
9553;2024-04-09 12:30:00;0;0;0;0
9554;2024-04-09 12:45:00;0;0;0;0
9555;2024-04-09 13:00:00;0;0;0;0
9556;2024-04-09 13:15:00;0;0;0;0
9557;2024-04-09 13:30:00;0;0;0;0
9558;2024-04-09 13:45:00;0;0;0;0
9559;2024-04-09 14:00:00;0;0;0;0
9560;2024-04-09 14:15:00;0;0;0;0
9561;2024-04-09 14:30:00;0;0;0;0
9562;2024-04-09 14:45:00;0;0;0;0
9563;2024-04-09 15:00:00;0;0;0;0
9564;2024-04-09 15:15:00;0;0;0;0
9565;2024-04-09 15:30:00;0;0;0;0
9566;2024-04-09 15:45:00;0;0;0;0
9567;2024-04-09 16:00:00;0;0;0;0
9568;2024-04-09 16:15:00;0;0;0;0
9569;2024-04-09 16:30:00;0;0;0;0
9570;2024-04-09 16:45:00;0;0;0;0
9571;2024-04-09 17:00:00;0;0;0;0
9572;2024-04-09 17:15:00;0;0;0;0
9573;2024-04-09 17:30:00;0;0;0;0
9574;2024-04-09 17:45:00;0;0;0;0
9575;2024-04-09 18:00:00;0;0;0;0
9576;2024-04-09 18:15:00;0;0;0;0
9577;2024-04-09 18:30:00;0;0;0;0
9578;2024-04-09 18:45:00;0;0;0;0
9579;2024-04-09 19:00:00;0;0;0;0
9580;2024-04-09 19:15:00;0;0;0;0
9581;2024-04-09 19:30:00;0;0;0;0
9582;2024-04-09 19:45:00;0;0;0;0
9583;2024-04-09 20:00:00;0;0;0;0
9584;2024-04-09 20:15:00;0;0;0;0
9585;2024-04-09 20:30:00;0;0;0;0
9586;2024-04-09 20:45:00;0;0;0;0
9587;2024-04-09 21:00:00;0;0;0;0
9588;2024-04-09 21:15:00;0;0;0;0
9589;2024-04-09 21:30:00;0;0;0;0
9590;2024-04-09 21:45:00;0;0;0;0
9591;2024-04-09 22:00:00;0;0;0;0
9592;2024-04-09 22:15:00;0;0;0;0
9593;2024-04-09 22:30:00;0;0;0;0
9594;2024-04-09 22:45:00;0;0;0;0
9595;2024-04-09 23:00:00;0;0;0;0
9596;2024-04-09 23:15:00;0;0;0;0
9597;2024-04-09 23:30:00;0;0;0;0
9598;2024-04-09 23:45:00;0;0;0;0
9599;2024-04-10 00:00:00;0;0;0;0
9600;2024-04-10 00:15:00;0;0;0;0
9601;2024-04-10 00:30:00;0;0;0;0
9602;2024-04-10 00:45:00;0;0;0;0
9603;2024-04-10 01:00:00;0;0;0;0
9604;2024-04-10 01:15:00;0;0;0;0
9605;2024-04-10 01:30:00;0;0;0;0
9606;2024-04-10 01:45:00;0;0;0;0
9607;2024-04-10 02:00:00;0;0;0;0
9608;2024-04-10 02:15:00;0;0;0;0
9609;2024-04-10 02:30:00;0;0;0;0
9610;2024-04-10 02:45:00;0;0;0;0
9611;2024-04-10 03:00:00;0;0;0;0
9612;2024-04-10 03:15:00;0;0;0;0
9613;2024-04-10 03:30:00;0;0;0;0
9614;2024-04-10 03:45:00;0;0;0;0
9615;2024-04-10 04:00:00;0;0;0;0
9616;2024-04-10 04:15:00;0;0;0;0
9617;2024-04-10 04:30:00;0;0;0;0
9618;2024-04-10 04:45:00;0;0;0;0
9619;2024-04-10 05:00:00;0;0;0;0
9620;2024-04-10 05:15:00;0;0;0;0
9621;2024-04-10 05:30:00;0;0;0;0
9622;2024-04-10 05:45:00;0;0;0;0
9623;2024-04-10 06:00:00;0;0;0;0
9624;2024-04-10 06:15:00;0;0;0;0
9625;2024-04-10 06:30:00;0;0;0;0
9626;2024-04-10 06:45:00;0;0;0;0
9627;2024-04-10 07:00:00;0;0;0;0
9628;2024-04-10 07:15:00;0;0;0;0
9629;2024-04-10 07:30:00;0;0;0;0
9630;2024-04-10 07:45:00;0;0;0;0
9631;2024-04-10 08:00:00;0;0;0;0
9632;2024-04-10 08:15:00;0;0;0;0
9633;2024-04-10 08:30:00;0;0;0;0
9634;2024-04-10 08:45:00;0;0;0;0
9635;2024-04-10 09:00:00;0;0;0;0
9636;2024-04-10 09:15:00;0;0;0;0
9637;2024-04-10 09:30:00;0;0;0;0
9638;2024-04-10 09:45:00;0;0;0;0
9639;2024-04-10 10:00:00;0;0;0;0
9640;2024-04-10 10:15:00;0;0;0;0
9641;2024-04-10 10:30:00;0;0;0;0
9642;2024-04-10 10:45:00;0;0;0;0
9643;2024-04-10 11:00:00;0;0;0;0
9644;2024-04-10 11:15:00;0;0;0;0
9645;2024-04-10 11:30:00;0;0;0;0
9646;2024-04-10 11:45:00;0;0;0;0
9647;2024-04-10 12:00:00;0;0;0;0
9648;2024-04-10 12:15:00;0;0;0;0
9649;2024-04-10 12:30:00;0;0;0;0
9650;2024-04-10 12:45:00;0;0;0;0
9651;2024-04-10 13:00:00;0;0;0;0
9652;2024-04-10 13:15:00;0;0;0;0
9653;2024-04-10 13:30:00;0;0;0;0
9654;2024-04-10 13:45:00;0;0;0;0
9655;2024-04-10 14:00:00;0;0;0;0
9656;2024-04-10 14:15:00;0;0;0;0
9657;2024-04-10 14:30:00;0;0;0;0
9658;2024-04-10 14:45:00;0;0;0;0
9659;2024-04-10 15:00:00;0;0;0;0
9660;2024-04-10 15:15:00;0;0;0;0
9661;2024-04-10 15:30:00;0;0;0;0
9662;2024-04-10 15:45:00;0;0;0;0
9663;2024-04-10 16:00:00;0;0;0;0
9664;2024-04-10 16:15:00;0;0;0;0
9665;2024-04-10 16:30:00;0;0;0;0
9666;2024-04-10 16:45:00;0;0;0;0
9667;2024-04-10 17:00:00;0;0;0;0
9668;2024-04-10 17:15:00;0;0;0;0
9669;2024-04-10 17:30:00;0;0;0;0
9670;2024-04-10 17:45:00;0;0;0;0
9671;2024-04-10 18:00:00;0;0;0;0
9672;2024-04-10 18:15:00;0;0;0;0
9673;2024-04-10 18:30:00;0;0;0;0
9674;2024-04-10 18:45:00;0;0;0;0
9675;2024-04-10 19:00:00;0;0;0;0
9676;2024-04-10 19:15:00;0;0;0;0
9677;2024-04-10 19:30:00;0;0;0;0
9678;2024-04-10 19:45:00;0;0;0;0
9679;2024-04-10 20:00:00;0;0;0;0
9680;2024-04-10 20:15:00;0;0;0;0
9681;2024-04-10 20:30:00;0;0;0;0
9682;2024-04-10 20:45:00;0;0;0;0
9683;2024-04-10 21:00:00;0;0;0;0
9684;2024-04-10 21:15:00;0;0;0;0
9685;2024-04-10 21:30:00;0;0;0;0
9686;2024-04-10 21:45:00;0;0;0;0
9687;2024-04-10 22:00:00;0;0;0;0
9688;2024-04-10 22:15:00;0;0;0;0
9689;2024-04-10 22:30:00;0;0;0;0
9690;2024-04-10 22:45:00;0;0;0;0
9691;2024-04-10 23:00:00;0;0;0;0
9692;2024-04-10 23:15:00;0;0;0;0
9693;2024-04-10 23:30:00;0;0;0;0
9694;2024-04-10 23:45:00;0;0;0;0
9695;2024-04-11 00:00:00;0;0;0;0
9696;2024-04-11 00:15:00;0;0;0;0
9697;2024-04-11 00:30:00;0;0;0;0
9698;2024-04-11 00:45:00;0;0;0;0
9699;2024-04-11 01:00:00;0;0;0;0
9700;2024-04-11 01:15:00;0;0;0;0
9701;2024-04-11 01:30:00;0;0;0;0
9702;2024-04-11 01:45:00;0;0;0;0
9703;2024-04-11 02:00:00;0;0;0;0
9704;2024-04-11 02:15:00;0;0;0;0
9705;2024-04-11 02:30:00;0;0;0;0
9706;2024-04-11 02:45:00;0;0;0;0
9707;2024-04-11 03:00:00;0;0;0;0
9708;2024-04-11 03:15:00;0;0;0;0
9709;2024-04-11 03:30:00;0;0;0;0
9710;2024-04-11 03:45:00;0;0;0;0
9711;2024-04-11 04:00:00;0;0;0;0
9712;2024-04-11 04:15:00;0;0;0;0
9713;2024-04-11 04:30:00;0;0;0;0
9714;2024-04-11 04:45:00;0;0;0;0
9715;2024-04-11 05:00:00;0;0;0;0
9716;2024-04-11 05:15:00;0;0;0;0
9717;2024-04-11 05:30:00;0;0;0;0
9718;2024-04-11 05:45:00;0;0;0;0
9719;2024-04-11 06:00:00;0;0;0;0
9720;2024-04-11 06:15:00;0;0;0;0
9721;2024-04-11 06:30:00;0;0;0;0
9722;2024-04-11 06:45:00;0;0;0;0
9723;2024-04-11 07:00:00;0;0;0;0
9724;2024-04-11 07:15:00;0;0;0;0
9725;2024-04-11 07:30:00;0;0;0;0
9726;2024-04-11 07:45:00;0;0;0;0
9727;2024-04-11 08:00:00;0;0;0;0
9728;2024-04-11 08:15:00;0;0;0;0
9729;2024-04-11 08:30:00;0;0;0;0
9730;2024-04-11 08:45:00;0;0;0;0
9731;2024-04-11 09:00:00;0;0;0;0
9732;2024-04-11 09:15:00;0;0;0;0
9733;2024-04-11 09:30:00;0;0;0;0
9734;2024-04-11 09:45:00;0;0;0;0
9735;2024-04-11 10:00:00;0;0;0;0
9736;2024-04-11 10:15:00;0;0;0;0
9737;2024-04-11 10:30:00;0;0;0;0
9738;2024-04-11 10:45:00;0;0;0;0
9739;2024-04-11 11:00:00;0;0;0;0
9740;2024-04-11 11:15:00;0;0;0;0
9741;2024-04-11 11:30:00;0;0;0;0
9742;2024-04-11 11:45:00;0;0;0;0
9743;2024-04-11 12:00:00;0;0;0;0
9744;2024-04-11 12:15:00;0;0;0;0
9745;2024-04-11 12:30:00;0;0;0;0
9746;2024-04-11 12:45:00;0;0;0;0
9747;2024-04-11 13:00:00;0;0;0;0
9748;2024-04-11 13:15:00;0;0;0;0
9749;2024-04-11 13:30:00;0;0;0;0
9750;2024-04-11 13:45:00;0;0;0;0
9751;2024-04-11 14:00:00;0;0;0;0
9752;2024-04-11 14:15:00;0;0;0;0
9753;2024-04-11 14:30:00;0;0;0;0
9754;2024-04-11 14:45:00;0;0;0;0
9755;2024-04-11 15:00:00;0;0;0;0
9756;2024-04-11 15:15:00;0;0;0;0
9757;2024-04-11 15:30:00;0;0;0;0
9758;2024-04-11 15:45:00;0;0;0;0
9759;2024-04-11 16:00:00;0;0;0;0
9760;2024-04-11 16:15:00;0;0;0;0
9761;2024-04-11 16:30:00;0;0;0;0
9762;2024-04-11 16:45:00;0;0;0;0
9763;2024-04-11 17:00:00;0;0;0;0
9764;2024-04-11 17:15:00;0;0;0;0
9765;2024-04-11 17:30:00;0;0;0;0
9766;2024-04-11 17:45:00;0;0;0;0
9767;2024-04-11 18:00:00;0;0;0;0
9768;2024-04-11 18:15:00;0;0;0;0
9769;2024-04-11 18:30:00;0;0;0;0
9770;2024-04-11 18:45:00;0;0;0;0
9771;2024-04-11 19:00:00;0;0;0;0
9772;2024-04-11 19:15:00;0;0;0;0
9773;2024-04-11 19:30:00;0;0;0;0
9774;2024-04-11 19:45:00;0;0;0;0
9775;2024-04-11 20:00:00;0;0;0;0
9776;2024-04-11 20:15:00;0;0;0;0
9777;2024-04-11 20:30:00;0;0;0;0
9778;2024-04-11 20:45:00;0;0;0;0
9779;2024-04-11 21:00:00;0;0;0;0
9780;2024-04-11 21:15:00;0;0;0;0
9781;2024-04-11 21:30:00;0;0;0;0
9782;2024-04-11 21:45:00;0;0;0;0
9783;2024-04-11 22:00:00;0;0;0;0
9784;2024-04-11 22:15:00;0;0;0;0
9785;2024-04-11 22:30:00;0;0;0;0
9786;2024-04-11 22:45:00;0;0;0;0
9787;2024-04-11 23:00:00;0;0;0;0
9788;2024-04-11 23:15:00;0;0;0;0
9789;2024-04-11 23:30:00;0;0;0;0
9790;2024-04-11 23:45:00;0;0;0;0
9791;2024-04-12 00:00:00;0;0;0;0
9792;2024-04-12 00:15:00;0;0;0;0
9793;2024-04-12 00:30:00;0;0;0;0
9794;2024-04-12 00:45:00;0;0;0;0
9795;2024-04-12 01:00:00;0;0;0;0
9796;2024-04-12 01:15:00;0;0;0;0
9797;2024-04-12 01:30:00;0;0;0;0
9798;2024-04-12 01:45:00;0;0;0;0
9799;2024-04-12 02:00:00;0;0;0;0
9800;2024-04-12 02:15:00;0;0;0;0
9801;2024-04-12 02:30:00;0;0;0;0
9802;2024-04-12 02:45:00;0;0;0;0
9803;2024-04-12 03:00:00;0;0;0;0
9804;2024-04-12 03:15:00;0;0;0;0
9805;2024-04-12 03:30:00;0;0;0;0
9806;2024-04-12 03:45:00;0;0;0;0
9807;2024-04-12 04:00:00;0;0;0;0
9808;2024-04-12 04:15:00;0;0;0;0
9809;2024-04-12 04:30:00;0;0;0;0
9810;2024-04-12 04:45:00;0;0;0;0
9811;2024-04-12 05:00:00;0;0;0;0
9812;2024-04-12 05:15:00;0;0;0;0
9813;2024-04-12 05:30:00;0;0;0;0
9814;2024-04-12 05:45:00;0;0;0;0
9815;2024-04-12 06:00:00;0;0;0;0
9816;2024-04-12 06:15:00;0;0;0;0
9817;2024-04-12 06:30:00;0;0;0;0
9818;2024-04-12 06:45:00;0;0;0;0
9819;2024-04-12 07:00:00;0;0;0;0
9820;2024-04-12 07:15:00;0;0;0;0
9821;2024-04-12 07:30:00;0;0;0;0
9822;2024-04-12 07:45:00;0;0;0;0
9823;2024-04-12 08:00:00;0;0;0;0
9824;2024-04-12 08:15:00;0;0;0;0
9825;2024-04-12 08:30:00;0;0;0;0
9826;2024-04-12 08:45:00;0;0;0;0
9827;2024-04-12 09:00:00;0;0;0;0
9828;2024-04-12 09:15:00;0;0;0;0
9829;2024-04-12 09:30:00;0;0;0;0
9830;2024-04-12 09:45:00;0;0;0;0
9831;2024-04-12 10:00:00;0;0;0;0
9832;2024-04-12 10:15:00;0;0;0;0
9833;2024-04-12 10:30:00;0;0;0;0
9834;2024-04-12 10:45:00;0;0;0;0
9835;2024-04-12 11:00:00;0;0;0;0
9836;2024-04-12 11:15:00;0;0;0;0
9837;2024-04-12 11:30:00;0;0;0;0
9838;2024-04-12 11:45:00;0;0;0;0
9839;2024-04-12 12:00:00;0;0;0;0
9840;2024-04-12 12:15:00;0;0;0;0
9841;2024-04-12 12:30:00;0;0;0;0
9842;2024-04-12 12:45:00;0;0;0;0
9843;2024-04-12 13:00:00;0;0;0;0
9844;2024-04-12 13:15:00;0;0;0;0
9845;2024-04-12 13:30:00;0;0;0;0
9846;2024-04-12 13:45:00;0;0;0;0
9847;2024-04-12 14:00:00;0;0;0;0
9848;2024-04-12 14:15:00;0;0;0;0
9849;2024-04-12 14:30:00;0;0;0;0
9850;2024-04-12 14:45:00;0;0;0;0
9851;2024-04-12 15:00:00;0;0;0;0
9852;2024-04-12 15:15:00;0;0;0;0
9853;2024-04-12 15:30:00;0;0;0;0
9854;2024-04-12 15:45:00;0;0;0;0
9855;2024-04-12 16:00:00;0;0;0;0
9856;2024-04-12 16:15:00;0;0;0;0
9857;2024-04-12 16:30:00;0;0;0;0
9858;2024-04-12 16:45:00;0;0;0;0
9859;2024-04-12 17:00:00;0;0;0;0
9860;2024-04-12 17:15:00;0;0;0;0
9861;2024-04-12 17:30:00;0;0;0;0
9862;2024-04-12 17:45:00;0;0;0;0
9863;2024-04-12 18:00:00;0;0;0;0
9864;2024-04-12 18:15:00;0;0;0;0
9865;2024-04-12 18:30:00;0;0;0;0
9866;2024-04-12 18:45:00;0;0;0;0
9867;2024-04-12 19:00:00;0;0;0;0
9868;2024-04-12 19:15:00;0;0;0;0
9869;2024-04-12 19:30:00;0;0;0;0
9870;2024-04-12 19:45:00;0;0;0;0
9871;2024-04-12 20:00:00;0;0;0;0
9872;2024-04-12 20:15:00;0;0;0;0
9873;2024-04-12 20:30:00;0;0;0;0
9874;2024-04-12 20:45:00;0;0;0;0
9875;2024-04-12 21:00:00;0;0;0;0
9876;2024-04-12 21:15:00;0;0;0;0
9877;2024-04-12 21:30:00;0;0;0;0
9878;2024-04-12 21:45:00;0;0;0;0
9879;2024-04-12 22:00:00;0;0;0;0
9880;2024-04-12 22:15:00;0;0;0;0
9881;2024-04-12 22:30:00;0;0;0;0
9882;2024-04-12 22:45:00;0;0;0;0
9883;2024-04-12 23:00:00;0;0;0;0
9884;2024-04-12 23:15:00;0;0;0;0
9885;2024-04-12 23:30:00;0;0;0;0
9886;2024-04-12 23:45:00;0;0;0;0
9887;2024-04-13 00:00:00;0;0;0;0
9888;2024-04-13 00:15:00;0;0;0;0
9889;2024-04-13 00:30:00;0;0;0;0
9890;2024-04-13 00:45:00;0;0;0;0
9891;2024-04-13 01:00:00;0;0;0;0
9892;2024-04-13 01:15:00;0;0;0;0
9893;2024-04-13 01:30:00;0;0;0;0
9894;2024-04-13 01:45:00;0;0;0;0
9895;2024-04-13 02:00:00;0;0;0;0
9896;2024-04-13 02:15:00;0;0;0;0
9897;2024-04-13 02:30:00;0;0;0;0
9898;2024-04-13 02:45:00;0;0;0;0
9899;2024-04-13 03:00:00;0;0;0;0
9900;2024-04-13 03:15:00;0;0;0;0
9901;2024-04-13 03:30:00;0;0;0;0
9902;2024-04-13 03:45:00;0;0;0;0
9903;2024-04-13 04:00:00;0;0;0;0
9904;2024-04-13 04:15:00;0;0;0;0
9905;2024-04-13 04:30:00;0;0;0;0
9906;2024-04-13 04:45:00;0;0;0;0
9907;2024-04-13 05:00:00;0;0;0;0
9908;2024-04-13 05:15:00;0;0;0;0
9909;2024-04-13 05:30:00;0;0;0;0
9910;2024-04-13 05:45:00;0;0;0;0
9911;2024-04-13 06:00:00;0;0;0;0
9912;2024-04-13 06:15:00;0;0;0;0
9913;2024-04-13 06:30:00;0;0;0;0
9914;2024-04-13 06:45:00;0;0;0;0
9915;2024-04-13 07:00:00;0;0;0;0
9916;2024-04-13 07:15:00;0;0;0;0
9917;2024-04-13 07:30:00;0;0;0;0
9918;2024-04-13 07:45:00;0;0;0;0
9919;2024-04-13 08:00:00;0;0;0;0
9920;2024-04-13 08:15:00;0;0;0;0
9921;2024-04-13 08:30:00;0;0;0;0
9922;2024-04-13 08:45:00;0;0;0;0
9923;2024-04-13 09:00:00;0;0;0;0
9924;2024-04-13 09:15:00;0;0;0;0
9925;2024-04-13 09:30:00;0;0;0;0
9926;2024-04-13 09:45:00;0;0;0;0
9927;2024-04-13 10:00:00;0;0;0;0
9928;2024-04-13 10:15:00;0;0;0;0
9929;2024-04-13 10:30:00;0;0;0;0
9930;2024-04-13 10:45:00;0;0;0;0
9931;2024-04-13 11:00:00;0;0;0;0
9932;2024-04-13 11:15:00;0;0;0;0
9933;2024-04-13 11:30:00;0;0;0;0
9934;2024-04-13 11:45:00;0;0;0;0
9935;2024-04-13 12:00:00;0;0;0;0
9936;2024-04-13 12:15:00;0;0;0;0
9937;2024-04-13 12:30:00;0;0;0;0
9938;2024-04-13 12:45:00;0;0;0;0
9939;2024-04-13 13:00:00;0;0;0;0
9940;2024-04-13 13:15:00;0;0;0;0
9941;2024-04-13 13:30:00;0;0;0;0
9942;2024-04-13 13:45:00;0;0;0;0
9943;2024-04-13 14:00:00;0;0;0;0
9944;2024-04-13 14:15:00;0;0;0;0
9945;2024-04-13 14:30:00;0;0;0;0
9946;2024-04-13 14:45:00;0;0;0;0
9947;2024-04-13 15:00:00;0;0;0;0
9948;2024-04-13 15:15:00;0;0;0;0
9949;2024-04-13 15:30:00;0;0;0;0
9950;2024-04-13 15:45:00;0;0;0;0
9951;2024-04-13 16:00:00;0;0;0;0
9952;2024-04-13 16:15:00;0;0;0;0
9953;2024-04-13 16:30:00;0;0;0;0
9954;2024-04-13 16:45:00;0;0;0;0
9955;2024-04-13 17:00:00;0;0;0;0
9956;2024-04-13 17:15:00;0;0;0;0
9957;2024-04-13 17:30:00;0;0;0;0
9958;2024-04-13 17:45:00;0;0;0;0
9959;2024-04-13 18:00:00;0;0;0;0
9960;2024-04-13 18:15:00;0;0;0;0
9961;2024-04-13 18:30:00;0;0;0;0
9962;2024-04-13 18:45:00;0;0;0;0
9963;2024-04-13 19:00:00;0;0;0;0
9964;2024-04-13 19:15:00;0;0;0;0
9965;2024-04-13 19:30:00;0;0;0;0
9966;2024-04-13 19:45:00;0;0;0;0
9967;2024-04-13 20:00:00;0;0;0;0
9968;2024-04-13 20:15:00;0;0;0;0
9969;2024-04-13 20:30:00;0;0;0;0
9970;2024-04-13 20:45:00;0;0;0;0
9971;2024-04-13 21:00:00;0;0;0;0
9972;2024-04-13 21:15:00;0;0;0;0
9973;2024-04-13 21:30:00;0;0;0;0
9974;2024-04-13 21:45:00;0;0;0;0
9975;2024-04-13 22:00:00;0;0;0;0
9976;2024-04-13 22:15:00;0;0;0;0
9977;2024-04-13 22:30:00;0;0;0;0
9978;2024-04-13 22:45:00;0;0;0;0
9979;2024-04-13 23:00:00;0;0;0;0
9980;2024-04-13 23:15:00;0;0;0;0
9981;2024-04-13 23:30:00;0;0;0;0
9982;2024-04-13 23:45:00;0;0;0;0
9983;2024-04-14 00:00:00;0;0;0;0
9984;2024-04-14 00:15:00;0;0;0;0
